,forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw,execution_date,forecast_just_date,date_match
3675,2019-07-09,2019-07-09,Western,6907,0,2572,4335,07092019,07092019,yes
3676,2019-07-09,2019-07-09,Mid Atlantic - Dominion,8394,0,4850,3544,07092019,07092019,yes
3677,2019-07-09,2019-07-09,PJM RTO,15301,0,7422,7879,07092019,07092019,yes
3696,2019-07-08,2019-07-08,Western,6687,0,3427,3260,07082019,07082019,yes
3697,2019-07-08,2019-07-08,Mid Atlantic - Dominion,7634,0,4137,3497,07082019,07082019,yes
3698,2019-07-08,2019-07-08,PJM RTO,14321,0,7564,6757,07082019,07082019,yes
3717,2019-07-07,2019-07-07,Mid Atlantic - Dominion,6036,0,3039,2997,07072019,07072019,yes
3718,2019-07-07,2019-07-07,Western,8173,0,3632,4541,07072019,07072019,yes
3719,2019-07-07,2019-07-07,PJM RTO,14209,0,6671,7538,07072019,07072019,yes
3738,2019-07-06,2019-07-06,Mid Atlantic - Dominion,7103,0,4507,2596,07062019,07062019,yes
3739,2019-07-06,2019-07-06,Western,9804,0,4521,5283,07062019,07062019,yes
3740,2019-07-06,2019-07-06,PJM RTO,16907,0,9028,7879,07062019,07062019,yes
3759,2019-07-05,2019-07-05,Mid Atlantic - Dominion,6461,0,4783,1678,07052019,07052019,yes
3760,2019-07-05,2019-07-05,Western,8003,0,2592,5411,07052019,07052019,yes
3761,2019-07-05,2019-07-05,PJM RTO,14464,0,7375,7089,07052019,07052019,yes
3780,2019-07-04,2019-07-04,Mid Atlantic - Dominion,5631,0,3882,1749,07042019,07042019,yes
3781,2019-07-04,2019-07-04,Western,9881,0,3600,6281,07042019,07042019,yes
3782,2019-07-04,2019-07-04,PJM RTO,15512,0,7482,8030,07042019,07042019,yes
3801,2019-07-03,2019-07-03,Mid Atlantic - Dominion,6506,0,3907,2599,07032019,07032019,yes
3802,2019-07-03,2019-07-03,Western,11000,0,6460,4540,07032019,07032019,yes
3803,2019-07-03,2019-07-03,PJM RTO,17506,0,10367,7139,07032019,07032019,yes
3822,2019-07-02,2019-07-02,Mid Atlantic - Dominion,4849,0,2973,1876,07022019,07022019,yes
3823,2019-07-02,2019-07-02,Western,9294,0,4453,4841,07022019,07022019,yes
3824,2019-07-02,2019-07-02,PJM RTO,14143,0,7426,6717,07022019,07022019,yes
3843,2019-07-01,2019-07-01,Mid Atlantic - Dominion,6610,0,4518,2092,07012019,07012019,yes
3844,2019-07-01,2019-07-01,Western,9868,0,4759,5109,07012019,07012019,yes
3845,2019-07-01,2019-07-01,PJM RTO,16478,0,9277,7201,07012019,07012019,yes
3864,2019-06-30,2019-06-30,Mid Atlantic - Dominion,6568,0,4318,2250,06302019,06302019,yes
3865,2019-06-30,2019-06-30,Western,8900,0,5606,3294,06302019,06302019,yes
3866,2019-06-30,2019-06-30,PJM RTO,15468,0,9924,5544,06302019,06302019,yes
3885,2019-06-29,2019-06-29,Mid Atlantic - Dominion,6704,0,2779,3925,06292019,06292019,yes
3886,2019-06-29,2019-06-29,Western,8286,0,3776,4510,06292019,06292019,yes
3887,2019-06-29,2019-06-29,PJM RTO,14990,0,6555,8435,06292019,06292019,yes
3906,2019-06-28,2019-06-28,Mid Atlantic - Dominion,4718,0,2840,1878,06282019,06282019,yes
3907,2019-06-28,2019-06-28,Western,7288,0,2158,5130,06282019,06282019,yes
3908,2019-06-28,2019-06-28,PJM RTO,12006,0,4998,7008,06282019,06282019,yes
3927,2019-06-27,2019-06-27,Western,6527,0,2693,3834,06272019,06272019,yes
3928,2019-06-27,2019-06-27,Mid Atlantic - Dominion,7164,0,3584,3580,06272019,06272019,yes
3929,2019-06-27,2019-06-27,PJM RTO,13691,0,6277,7414,06272019,06272019,yes
3948,2019-06-26,2019-06-26,Mid Atlantic - Dominion,6298,0,3473,2825,06262019,06262019,yes
3949,2019-06-26,2019-06-26,Western,6720,0,2800,3920,06262019,06262019,yes
3950,2019-06-26,2019-06-26,PJM RTO,13018,0,6273,6745,06262019,06262019,yes
3969,2019-06-25,2019-06-25,Mid Atlantic - Dominion,7004,0,3999,3005,06252019,06252019,yes
3970,2019-06-25,2019-06-25,Western,7394,0,3002,4392,06252019,06252019,yes
3971,2019-06-25,2019-06-25,PJM RTO,14398,0,7001,7397,06252019,06252019,yes
3990,2019-06-24,2019-06-24,Mid Atlantic - Dominion,7541,0,3943,3598,06242019,06242019,yes
3991,2019-06-24,2019-06-24,Western,7948,0,3517,4431,06242019,06242019,yes
3992,2019-06-24,2019-06-24,PJM RTO,15489,0,7460,8029,06242019,06242019,yes
4011,2019-06-23,2019-06-23,Mid Atlantic - Dominion,5412,0,2626,2786,06232019,06232019,yes
4012,2019-06-23,2019-06-23,Western,6045,0,3641,2404,06232019,06232019,yes
4013,2019-06-23,2019-06-23,PJM RTO,11457,0,6267,5190,06232019,06232019,yes
4032,2019-06-22,2019-06-22,Mid Atlantic - Dominion,6243,0,3534,2709,06222019,06222019,yes
4033,2019-06-22,2019-06-22,Western,8466,0,4215,4251,06222019,06222019,yes
4034,2019-06-22,2019-06-22,PJM RTO,14709,0,7749,6960,06222019,06222019,yes
4053,2019-06-21,2019-06-21,Mid Atlantic - Dominion,7565,0,3938,3627,06212019,06212019,yes
4054,2019-06-21,2019-06-21,Western,8430,0,4471,3959,06212019,06212019,yes
4055,2019-06-21,2019-06-21,PJM RTO,15995,0,8409,7586,06212019,06212019,yes
4074,2019-06-20,2019-06-20,Western,8584,0,5146,3438,06202019,06202019,yes
4075,2019-06-20,2019-06-20,Mid Atlantic - Dominion,9088,0,4990,4098,06202019,06202019,yes
4076,2019-06-20,2019-06-20,PJM RTO,17672,0,10136,7536,06202019,06202019,yes
4095,2019-06-19,2019-06-19,Western,5374,0,3348,2026,06192019,06192019,yes
4096,2019-06-19,2019-06-19,Mid Atlantic - Dominion,8715,0,4013,4702,06192019,06192019,yes
4097,2019-06-19,2019-06-19,PJM RTO,14089,0,7361,6728,06192019,06192019,yes
4116,2019-06-18,2019-06-18,Western,6929,0,4305,2624,06182019,06182019,yes
4117,2019-06-18,2019-06-18,Mid Atlantic - Dominion,7491,0,3329,4162,06182019,06182019,yes
4118,2019-06-18,2019-06-18,PJM RTO,14420,0,7634,6786,06182019,06182019,yes
4137,2019-06-17,2019-06-17,Western,6571,0,4105,2466,06172019,06172019,yes
4138,2019-06-17,2019-06-17,Mid Atlantic - Dominion,8403,0,3566,4837,06172019,06172019,yes
4139,2019-06-17,2019-06-17,PJM RTO,14974,0,7671,7303,06172019,06172019,yes
4158,2019-06-16,2019-06-16,Western,6288,0,3778,2510,06162019,06162019,yes
4159,2019-06-16,2019-06-16,Mid Atlantic - Dominion,8285,0,5817,2468,06162019,06162019,yes
4160,2019-06-16,2019-06-16,PJM RTO,14573,0,9595,4978,06162019,06162019,yes
4179,2019-06-15,2019-06-15,Western,9511,0,6502,3009,06152019,06152019,yes
4180,2019-06-15,2019-06-15,Mid Atlantic - Dominion,9757,0,7651,2106,06152019,06152019,yes
4181,2019-06-15,2019-06-15,PJM RTO,19268,0,14153,5115,06152019,06152019,yes
4200,2019-06-14,2019-06-14,Mid Atlantic - Dominion,7581,0,5435,2146,06142019,06142019,yes
4201,2019-06-14,2019-06-14,Western,8108,0,5080,3028,06142019,06142019,yes
4202,2019-06-14,2019-06-14,PJM RTO,15689,0,10515,5174,06142019,06142019,yes
4221,2019-06-13,2019-06-13,Western,8418,0,5639,2779,06132019,06132019,yes
4222,2019-06-13,2019-06-13,Mid Atlantic - Dominion,11908,0,9470,2438,06132019,06132019,yes
4223,2019-06-13,2019-06-13,PJM RTO,20326,0,15109,5217,06132019,06132019,yes
4242,2019-06-12,2019-06-12,Western,11167,0,9008,2159,06122019,06122019,yes
